,KSS,S&P 500,NASDAQ,DOW,VIXY,sentiment_snow,sentiment_stack
2019-11-12,-0.009871391797829254,0.0015634233012633558,0.002573345855832798,0.0,-0.011849997178892568,0.12071077793277762,1.0
2019-11-13,0.004242473364281185,0.0007112815701173503,-0.0004703194126367549,0.0033203987758891884,0.006600646220110029,0.004770776894220489,0.0
2019-11-14,0.015056359354808091,0.0008366926144560694,-0.0003631927979892424,-5.863007664075326e-05,-0.015247199034751802,0.11059104372957676,-0.3333333333333333
2019-11-15,0.026238336368998638,0.0076660287779724,0.007263380116359741,0.007992237163660931,-0.0443910760477908,0.1519784787343646,0.25
2019-11-18,-0.011576528115729623,0.0005030263228107401,0.0010661137157317313,0.0011181106386555228,-0.0013975896173779034,0.10826538650598397,1.0
2019-11-19,-0.21674282457730154,-0.0005927700996934959,0.0024204450742413286,-0.0036519866641686605,0.010434850754832858,0.1679863873282356,0.0
2019-11-20,0.004244423869090408,-0.003763256420940664,-0.005138770603570819,-0.0040509235188324055,0.00964197163428615,0.0819729049912894,0.5
2019-11-21,-0.002756910605706153,-0.001584006086188694,-0.002409509717393732,-0.0019716993347014267,0.002054073500853626,0.032611711747930094,0.5
2019-11-22,-0.0019130335113897168,0.0021725739423761325,0.0016057620907368175,0.003929779633944364,-0.029148495318754186,0.014061747155318384,0.0
2019-11-25,0.02935218697356934,0.007479251887467342,0.013130776538302413,0.006823209625379079,-0.04538049981740855,0.03687279733910417,0.5
2019-11-26,-0.007257651313560487,0.0021931636449394887,0.0017869307925533207,0.00196514751805843,-0.013353266014457077,0.09923810303474427,0.3333333333333333
2019-11-27,0.005603499339772444,0.00416573562529976,0.006598265068344489,0.0015037686569634445,-0.004491056876176014,0.12149359299223488,0.3333333333333333
2019-11-29,-0.027485380231194956,-0.0040192862299885945,-0.004572083537638605,-0.004005663001734661,0.016369432934943084,0.15978735165931493,0.75
2019-12-02,-0.004049821685146782,-0.008668483693965001,-0.011312937975990423,-0.009613174814223413,0.054572061489595036,0.09031941944650433,0.4
2019-12-03,-0.0189742362692904,-0.00666022525804344,-0.005541779235127109,-0.010137527686095993,0.05572091247242694,0.11284036189543722,0.2
2019-12-04,0.006725251594650317,0.0063036576087700524,0.005387669087557612,0.005329544751816684,-0.04737014142962348,0.05953829270766805,0.5
2019-12-05,0.017786891658755355,0.0014991269266300122,0.000470349124077174,0.0010125067429669343,-0.012552487219822606,0.13675868810334693,0.0
2019-12-06,0.001485704045951941,0.009094246030425523,0.009964548679818108,0.012111989595886996,-0.03426456073054718,0.12055625539075847,0.3333333333333333
2019-12-09,0.03255034513121435,-0.003167833684475596,-0.004016612833449784,-0.003771540576776644,0.04958521311324038,0.10780247603529436,0.3333333333333333
2019-12-10,0.0,-0.0010975361689826713,-0.0006555734570508065,-0.0009993994913291004,0.000690796246703762,0.27082947025933435,0.0
2019-12-11,-0.007102561130120755,0.0029039375293500314,0.004385602160358104,0.0010603505639057431,-0.020230893743402145,0.10648739663252578,0.5
2019-12-12,0.02933482945022181,0.00853866737555542,0.007284490188919079,0.007877870809124943,-0.058776398347438974,0.16075501466894188,0.0
2019-12-13,-0.01724890075443497,7.257915021519068e-05,0.0020123051582512375,0.00011836609675519583,-0.04587963519809968,0.025949406456558462,0.5
2019-12-16,0.030796848272386157,0.007122360942542372,0.009043321870159104,0.003565996277464123,-0.02295312224283652,0.11186373025280076,0.0
2019-12-17,0.013366694586657513,0.00033523602846052825,0.0010352755907483413,0.0011068264106057768,-0.00803858246156297,0.0751000175879209,0.2857142857142857
2019-12-18,0.00789587100963951,-0.00043239364052283236,0.0004962730659290315,-0.0009868206847709615,0.011236024246102705,0.07722631321651469,0.0
2019-12-19,-0.007499565829087729,0.004449378821865579,0.006715196176768856,0.004863689692756523,-0.02505177200158526,0.0972518483435359,0.5
2019-12-20,0.0017812758296962272,0.004932595804334028,0.00423758254324369,0.0027494681045094893,0.010582118366988968,0.12699555439434276,0.5
2019-12-23,0.003947179953781799,0.0008657687142985537,0.002315582794935267,0.0033834507844865414,0.004846492958733961,0.08478412668156493,0.5
2019-12-24,0.0003938079113576798,-0.0001954673024684439,0.0008078308632288866,-0.0012644819778770966,-0.010530685946977147,0.040307268414430164,0.6666666666666666
2019-12-26,0.007844692041533374,0.005115062410053994,0.0077339716077222675,0.0037083439667622287,-0.00244596398324326,0.08425287966554301,0.5
2019-12-27,-0.004895716202388378,3.3984139657050605e-05,-0.0017493512374269216,0.0008336140439304529,0.021801465243809215,0.07355920858907321,0.0
2019-12-30,-0.006301726646366301,-0.005797596079348821,-0.00675446212373032,-0.006413171217531044,0.03531161668199578,0.14631788584152974,0.125
2019-12-31,0.006498031701323903,0.0029416906441905866,0.0029700322170818083,0.002677126218362247,-0.04252608884237041,0.06985841826182324,0.5
2020-01-02,-0.036782030605455596,0.008343895362315834,0.01324040491522993,0.011509522968102814,-0.03938166765772744,0.13316739956816442,0.25
2020-01-03,0.0016276335824576549,-0.007084909364953873,-0.007886206201893842,-0.008135869061215217,0.04898941835934645,0.08085261778930299,0.0
2020-01-06,0.01753191397414433,0.003527145194272663,0.005604649298138753,0.0023893306331572717,-0.012024238928486586,0.0903966830918394,0.25
2020-01-07,0.0021949616441365727,-0.002807175084594604,-0.00031859322251648337,-0.004179001154462014,-0.004040347885080564,0.09469668846913874,0.2
2020-01-08,-0.01587177022813835,0.004890473485641422,0.006666774358979666,0.005631049962477874,-0.01962456474757346,0.07561608700813231,0.0
2020-01-09,-0.06764844929513902,0.006633214116906316,0.008093731948919825,0.007341566464916127,-0.036153525686505095,0.16525657344585934,0.3333333333333333
2020-01-10,0.0045399752784267555,-0.002859262487506342,-0.002673154489002627,-0.004608153389082048,-0.006011237389640822,0.20084134377817095,0.0
2020-01-13,-0.0010790093116122002,0.006951994045934384,0.010304152044723125,0.002885159341913024,-0.02706402354101689,0.14271293912813304,0.0
2020-01-14,0.004739279730606505,-0.0015156808368956831,-0.0024398708436095262,0.0011277785044967459,-0.005323918495093949,0.03130311512490841,1.0
2020-01-15,0.0040751280940649615,0.0018684502436876471,0.0007963377118347381,0.0031240650592927466,-0.004458339277817469,0.11460227165058205,0.5
2020-01-16,0.006613269827674628,0.008331747422232638,0.01057493588648839,0.009169607441224414,-0.023509154715196434,0.07359850714665017,0.0
2020-01-17,-0.0006380586674237243,0.0038547232474837045,0.0033938395490800133,0.0017208068863947545,0.0027409548910544146,0.047587652168749495,0.5
2020-01-21,-0.018684081295970323,-0.002655500369584729,-0.0019329537995123047,-0.0051947433944778965,0.0063665240556569636,0.009914361302928776,0.6
2020-01-22,0.005189167969456676,0.0002890342966814785,0.0013820585287671605,-0.00033467437573264647,0.006326333628840164,0.17144602564591438,0.0
2020-01-23,-0.003240083755839507,0.001140326193358021,0.0019919828264907125,-0.0008973889557903902,-0.0027064235322060703,0.0610559347074085,1.0
2020-01-24,-0.01592008682040502,-0.00908328942619363,-0.009357175174791621,-0.005859342693783631,0.05620446171454274,0.061550594720450574,0.0
2020-01-27,-0.017966510224584287,-0.015855752356843666,-0.01903151568560979,-0.015782178784171208,0.09833332339229317,0.08883276289622376,0.3333333333333333
2020-01-28,0.008912687787725915,0.01000338350035257,0.014163982053327473,0.006533492921002804,-0.05816059518940708,0.0,0.6666666666666666
2020-01-29,-0.0051151380189162765,-0.0008672501435853519,0.0005910505516055764,0.0004037645266716794,0.000820027035052906,0.19507512370057195,0.0
2020-01-30,-0.006486955612405421,0.0031294569302104946,0.0025594303059275347,0.004340406021638543,-0.01569628095570863,0.0,0.0
2020-01-31,-0.04146738272964212,-0.017864443571362187,-0.01604265296373164,-0.021130268930134477,0.10727372740482455,0.17144602564591438,0.0
2020-02-03,0.0030362752187080844,0.00722842576123206,0.013293475790295162,0.005075613001906731,-0.03811436983835437,0.10053749069294438,0.0
2020-02-04,0.007897883881597068,0.014869315917506398,0.020764365201518586,0.014257838180832039,-0.05592509944751356,0.07945808104601987,1.0
2020-02-05,0.06385861048463193,0.011187778658973357,0.004290538598331395,0.01663485478482407,-0.040240173679832125,0.16332725746864812,-0.2
2020-02-06,-0.024611177493025327,0.0033201550570023386,0.006652848641085285,0.0030311590796170407,-0.009454274032195897,0.021562171443234912,0.5
2020-02-07,-0.025917043298670173,-0.005415491009459927,-0.005409487259015577,-0.009481909605637995,0.01287015808392189,0.09736117229166087,0.0
2020-02-10,0.006599234163438439,0.007299690120573743,0.011267595263293018,0.0059716706117249885,-0.011144492642707782,0.1119900900122006,0.3333333333333333
2020-02-11,0.007906941516509836,0.001687048686003223,0.0010951992063059635,-1.641136870134119e-05,0.0017226105775094425,0.11721717205494216,0.5
2020-02-12,0.020490755720956155,0.006441853105203066,0.008987406620539318,0.009352118256476416,-0.049392707540933944,0.07475258836070486,0.75
2020-02-13,-0.016000415899781295,-0.0016317763599893453,-0.0014394780736086688,-0.004344558270602761,0.01703309461621405,0.09076629529886222,0.0
2020-02-14,-0.0038154487245254387,0.0018418360984853166,0.001976013944968713,-0.0008578671816241723,-0.01342298596549929,0.1117030966475942,0.3333333333333333
2020-02-18,-0.014496317613701404,-0.002924213986148061,0.00016035278449599843,-0.005658888114252747,0.016972232097812068,0.0,0.5
2020-02-19,0.0038711437340568366,0.004694748284284955,0.008638396325689968,0.003954918476340552,-0.01247791108914642,0.1509880956562245,0.0
2020-02-20,0.017348621103890682,-0.0038228174279968385,-0.006767141052089087,-0.004372661207495909,0.03177677892567221,0.08826377779406364,0.6666666666666666
2020-02-21,-0.004926138844924655,-0.010573809232820253,-0.018045176792515605,-0.007818660919582499,0.06312570655778904,0.04113781002523079,0.0
2020-02-24,-0.03239328054390489,-0.034088079420440565,-0.037807676187139094,-0.03623051978166636,0.16849613349311499,0.3165963797545596,0.25
2020-02-25,-0.04821078719589078,-0.03074790437535313,-0.028117699877270752,-0.03195791193033948,0.0921097500888326,0.13724815481054065,0.0
2020-02-26,-0.026628771133426987,-0.0037856973235292912,0.0016905823354722571,-0.004580760709243847,-0.023530490274263016,0.052929441987051414,-0.5
2020-02-27,-0.027871088549919154,-0.045168136352262245,-0.047229800845702385,-0.04518422830884283,0.15028217593280102,0.059378568197232424,0.0
2020-02-28,0.0058922081912786695,-0.008272463109652683,0.00010384687713127505,-0.013963070768689079,0.04228275882981958,0.09042934146159244,0.0
2020-03-02,-0.01830190583970781,0.04501086876941329,0.04393513756355816,0.04967032846464825,-0.04228275882981958,0.0584161601811567,0.0
2020-03-03,-0.026626003346581495,-0.02851048492291497,-0.030403354414897166,-0.02987296426729813,0.10751771571766744,0.13165144257399047,0.5
2020-03-04,-0.024612412533964623,0.04133634936063402,0.03773994480545184,0.044281428873629736,-0.05572615295047534,0.09830657535344822,0.0
2020-03-05,-0.06739042517207716,-0.03451078243998218,-0.031483711121500946,-0.036446097670326694,0.14736794463933167,0.12343014409762593,0.3333333333333333
2020-03-06,0.014828101271171512,-0.017200943652385448,-0.01882552423078465,-0.009868110352050152,0.09885112783556771,0.14943448351798067,0.5
2020-03-09,-0.06405767582067057,-0.07901041294037192,-0.07566582560192359,-0.08105520646976139,0.24227705082551232,0.06405113055148533,0.25
2020-03-10,-0.02776657754857048,0.048215052425859106,0.04831519719020072,0.04777500335067231,-0.10285472182063504,0.0,0.16666666666666666
2020-03-11,-0.10532533517045062,-0.05010289280860558,-0.04814294639913186,-0.06033939608365557,0.11631215259116079,0.1853929181860192,0.0
2020-03-12,-0.2122192725693961,-0.09994485240247286,-0.09909876484232605,-0.10523218533124279,0.2150908200195003,0.10120324693149277,0.5
2020-03-13,0.07451147882606124,0.08880840694923542,0.08934696396191733,0.08950183585054639,-0.09300275879380226,0.21758217393250268,0.3333333333333333
2020-03-16,-0.22931435434416692,-0.12765219747281709,-0.13149154641354954,-0.13841811904491408,0.33001280906618646,0.13437361206038936,0.5
2020-03-17,-0.11154130167440712,0.05822631263569189,0.06044100346504777,0.050648774261103924,-0.024601502026755373,0.22026108060645366,0.25
2020-03-18,-0.08658365119898193,-0.05322227233208032,-0.04816974488343995,-0.06509742208988811,0.1557505180735208,0.05533348810340194,0.3333333333333333
2020-03-19,0.09711624146230813,0.004696760970401392,0.022735839435526373,0.009416816261770933,-0.09886888886999623,0.058100686157006615,0.375
2020-03-20,-0.08057640992876225,-0.04432762405336721,-0.03864459831418898,-0.046528095214313225,-0.019402698123240025,0.07989454491026135,0.2
2020-03-23,-0.1913209328121428,-0.02973150100957689,-0.0027437916888413127,-0.030826577228481256,-0.17047675231537474,0.04422596749653004,0.0
2020-03-24,0.23935965116117064,0.08968323251796306,0.07808549422695243,0.10764327896465709,-0.09180756838435045,0.14859370519995707,0.6666666666666666
2020-03-25,0.0623564399438985,0.0114689904208225,-0.004534489135442854,0.023656283829666336,0.07796151668607498,0.09686166211320864,0.5
2020-03-26,0.014582329214435585,0.06054383107424677,0.0544522060343251,0.061804126865173004,-0.09183060664199028,0.1461343338971179,0.6666666666666666
2020-03-27,-0.02309310545860166,-0.03426784554162676,-0.03858801642958554,-0.04143667656462391,0.08483511070677663,0.1374305799343986,0.6666666666666666
2020-03-30,-0.09059189698305126,0.032966590569975196,0.03558382685242378,0.031423615924779824,-0.032475169821332805,0.1061093491005038,0.6
2020-03-31,-0.09412563646340644,-0.01614231078841577,-0.00957078629764574,-0.018548329042205935,-0.05288710108431882,0.301488340956675,0.75
2020-04-01,-0.12001311634820366,-0.04514636273278683,-0.04509458387307497,-0.04544109679013353,0.08245311136102007,0.0224118486116463,0.0
2020-04-02,-0.09988007577761238,0.02257265705696021,0.017070850721614406,0.022189934758054974,-0.05591668320317078,0.21173532814400625,0.5
2020-04-03,-0.017226938247998813,-0.015252860825945014,-0.015374055374563156,-0.016998027207868915,-0.04462684707885112,0.16495800087822432,1.0
2020-04-06,0.20649835451098708,0.06796824414483105,0.07070179567744006,0.07446233874504316,-0.07379830686243727,0.14146461499447854,0.5
2020-04-07,0.18408682273323773,-0.0016043390483631015,-0.0032885658256596173,-0.0011528190301124397,0.02877287646644744,0.037322614786074126,0.0
2020-04-08,0.02954169177281596,0.033489371191285144,0.025491191471228802,0.033839393760102254,-0.020999684373371075,0.0024409908344389386,1.0
2020-04-09,0.12787899877591435,0.014383470303699575,0.007717142922286868,0.012122354674438895,-0.021743138737396528,0.13282780505793834,0.0
2020-04-13,-0.057897248262670065,-0.010156059444677012,0.004752222787878679,-0.013950497615191182,-0.021327745651160246,0.1300779097284289,0.0
2020-04-14,0.011640306390860555,0.03011455957230691,0.03870691634419465,0.023616813078193744,-0.08364205973992123,0.09479977280860308,0.0
2020-04-15,-0.0719656301789171,-0.022276732672368738,-0.014496809240533537,-0.018772799360021963,0.07974221786170821,0.11326844718964645,0.5
2020-04-16,-0.004532581194009122,0.005799837839541411,0.016446600933642586,0.0014170342649055812,0.005694564407394687,0.1063889837939938,0.6
2020-04-17,0.04822208427528896,0.026440932021320585,0.013709430126290556,0.02950436031705017,-0.04211782812075571,0.22590584649786485,0.3333333333333333
2020-04-20,-0.07995253068391062,-0.018042845615347858,-0.010389943494343967,-0.024725192072919455,0.09394900862149225,0.1477656334170752,0.3333333333333333
2020-04-21,-0.03458901405446202,-0.031155115236330744,-0.035369912661506575,-0.027066910194101013,0.0780323933857705,0.0732446633449414,0.0
2020-04-22,-0.06842952654544465,0.022671300582136844,0.027706863538933035,0.01965618247456291,-0.04949908304639816,0.04429886547263073,0.5
2020-04-23,0.046342818981147005,-0.0005395676601960275,-7.41469096627867e-05,0.0016785935679735076,-0.0005516315468550026,0.11322076843184305,0.5
2020-04-24,-0.02005083703535826,0.013822090566839584,0.016319742426379236,0.01099638297675476,-0.05647696278185199,0.20670914497355727,0.5
2020-04-27,0.16315164912353275,0.014606868181735955,0.011015647145939056,0.014966544587121433,-0.08211299990292842,0.20797245497344036,0.5
2020-04-28,0.06453850831936814,-0.005256170190484077,-0.014123023973882098,-0.0013363035090137032,0.016970895071457992,0.0282976873683789,0.3333333333333333
2020-04-29,0.010529006153086051,0.026236704045073722,0.03504202574609039,0.021845707733392672,-0.06468396333149284,0.10053749069294438,0.25
2020-04-30,-0.08262293622122696,-0.00925514331905486,-0.0028263093584950383,-0.011765800989930852,0.03238221703748412,0.2305209808494655,0.0
2020-05-01,-0.04543716350129179,-0.02846021101477625,-0.03253876583189097,-0.025881989036731667,0.08333013437005654,0.17909452318293784,1.0
2020-05-04,-0.003976131148349715,0.004240822578849723,0.012215656788141516,0.001098311395093532,-0.02064392244500457,0.12703289648219734,0.25
2020-05-05,-0.028284700936300755,0.008999935197779863,0.011234263212246631,0.005598255298059129,-0.039148236535739844,0.09420577267438633,0.6
2020-05-06,-0.025497990378207547,-0.00700388039904265,0.005125779753495152,-0.009188693281654281,0.01125359536078463,0.08748253235401288,0.5
2020-05-07,0.07239049802019348,0.0114389557548904,0.01404869555944721,0.008887212021633673,-0.041249418632733015,0.038508419992053546,1.0
2020-05-08,0.01662094446694784,0.016730795065226012,0.015652527632974866,0.01889523283871064,-0.07149499301311746,0.16153043227484762,0.2
2020-05-11,-0.03693759686192166,0.00013306936679136072,0.007755946834985039,-0.004503514247588214,-0.0710079980548648,0.12972903498030236,0.6
2020-05-12,-0.03717043978372292,-0.020713365772047965,-0.020862662707353152,-0.019056284801973078,0.09609089881765298,0.08087901412883174,0.3333333333333333
2020-05-13,-0.034309697046492005,-0.01761699662428029,-0.015603369220992036,-0.021986776487016968,0.0975596278922457,0.03885657092954947,0.4
2020-05-14,0.0218058673620396,0.011458917804072044,0.009047099824165628,0.016102011558896123,-0.05017622978363434,0.1662850706322536,0.5
2020-05-15,0.049674269468175325,0.003918675203722799,0.007889420809050307,0.002539807465311128,-0.027560804999960276,0.09591846003023556,0.3333333333333333
2020-05-18,0.07043607880115221,0.031015208770073244,0.024141213456802646,0.03777982605389951,-0.06600333656201895,0.29906320176752377,0.42857142857142855
2020-05-19,-0.07960004639179186,-0.010539747711598935,-0.0053996503160469445,-0.01600345346863108,0.04923004801667741,0.20660451275391595,0.2
2020-05-20,-0.039911306442232064,0.016513990613415075,0.02054723416380355,0.015130265593644054,-0.06246576021028316,0.22445797433022674,-0.25
2020-05-21,0.07551840678875621,-0.007803968309953113,-0.009742539531041317,-0.004150106240830453,0.021728324357783713,0.10046532606395206,0.5
2020-05-22,-0.029869827856925824,0.002350945686812267,0.0042677219493345575,-0.00036612653900114367,-0.0077821162893623175,0.10151898090181026,0.75
2020-05-26,0.10730368567169579,0.012214285021459936,0.0016747973138464545,0.021430109669761777,-0.012866532618511783,0.12089511046946935,0.3636363636363637
2020-05-27,0.13577715876000118,0.014718447490315256,0.007693979236641724,0.02188940490668756,-0.023290696180341186,0.2033708095956024,0.4
2020-05-28,-0.10242380152829389,-0.0021101393249196576,-0.004618431893819164,-0.005795190474692902,0.037931195487519886,0.1292294534441155,0.0
2020-05-29,-0.04576301912636627,0.0048007935523077805,0.012819601611818499,-0.0006904275756092204,-0.03278981831549066,0.11852173379100665,0.5
2020-06-01,0.07418236931172828,0.003744216478363427,0.006530844448660034,0.0036143782039985695,0.004750641830719271,0.12464500276386944,0.75
2020-06-02,0.016766786755933794,0.008177307282400292,0.005879851478663767,0.010450818854394583,-0.027348332649048235,0.15584002874389838,0.6
2020-06-03,0.08423637001789208,0.013556670812562288,0.00772686990889504,0.020274275548388232,-0.044826507012047934,0.08294555384141103,0.0
2020-06-04,0.04022795469552065,-0.0033743890836088752,-0.006953917906104223,0.00045401710018921904,-0.009448879973770197,0.06828958572866367,0.6
2020-06-05,0.10879420181709998,0.025874012821637038,0.02040952303844179,0.031061371875267696,-0.055298664168289324,0.19007887144016955,0.3333333333333333
2020-06-08,0.08125745858922429,0.01196965640580494,0.011213540124009214,0.016877874110681645,0.021915314852971157,0.1630871466149626,0.5
2020-06-09,-0.07226864252910392,-0.007829743419721424,0.002917727250386193,-0.010945139565716744,0.04908224358060398,0.06003287561638996,0.42857142857142855
2020-06-10,-0.11317951076243471,-0.0053272557351817795,0.006668621613707515,-0.010405498508697875,-0.006250014291515615,0.0998668663547882,0.6
2020-06-11,-0.11914097203278784,-0.060752692996288715,-0.05409169433805516,-0.07147654074027443,0.2895416142118057,0.07429848293137935,1.0
2020-06-12,0.08818656301880301,0.012976286605210774,0.010070456928083615,0.018819173244141396,-0.07174149945757957,0.1410638808012312,0.3333333333333333
2020-06-15,-0.019130958536941023,0.008277860818175498,0.014207971334585068,0.006136872875128319,-0.024566572018033472,0.12605257537437586,0.4166666666666667
2020-06-16,0.08576677931939436,0.018784852866710722,0.017312790097266273,0.020242325240936054,-0.02055869996520121,0.19559287083478027,0.6666666666666666
2020-06-17,-0.05167506348049811,-0.0036067962326296055,0.0014803456093055445,-0.006501546544866343,-0.0019801810287161103,0.0845550473376207,0.16666666666666666
2020-06-18,-0.008949519912314408,0.0005940434038027576,0.0032759391711447705,-0.001513792852055218,-0.016991920500498914,0.09103388077851768,0.0
2020-06-19,-0.04868317547584011,-0.0056655135656740185,0.0003087421482597108,-0.008032089560423117,0.016000326086675454,0.07965200260661037,0.0
2020-06-22,-0.014030529423432636,0.006474093296658268,0.011034712303594318,0.005915646670679564,-0.05052777649912921,0.25466194082623633,0.75
2020-06-23,0.0027309741694994116,0.004298169191484291,0.007419313081497236,0.0050263044326133155,-0.01967044317240685,0.09312572963867638,0.0
2020-06-24,-0.0638115423162513,-0.02619526559566232,-0.02217597937272231,-0.02752623768026652,0.06688584887684712,0.012882353058790263,0.25
2020-06-25,-0.0360088006298418,0.010899827728216849,0.010823066463442998,0.011707543258616226,-0.039937637043797825,0.03011364484518486,1.0
2020-06-26,-0.05896223542575729,-0.024525204274830514,-0.026276153867817342,-0.02876606081330202,0.060624668306895835,0.06392817876972752,0.0
2020-06-29,0.09593958131935931,0.01457888811353314,0.011912774931627013,0.022930643311426024,-0.04963549166677916,0.03675835018770826,0.16666666666666666
2020-06-30,0.005310203621852416,0.015292349435755526,0.018524573500293684,0.008445319406636287,-0.05330856866049194,0.10292219593843403,0.5
2020-07-01,-0.03278982588405421,0.0050095639758716,0.009484903380965193,-0.0030228307568123114,-0.02850031007079501,0.09925062154571374,0.4
2020-07-02,0.023599892655091548,0.004530970476816165,0.005205720808945102,0.003583576250585807,-0.017196651234096194,0.047433331894614135,0.0
2020-07-06,0.01924985445038585,0.015756930832163007,0.02190072891041872,0.017641263952052455,-0.0007544495865587919,0.033045870147656815,0.7
2020-07-07,-0.03294873268458387,-0.010877477869643215,-0.00864022405257181,-0.015211900740466078,0.02900912515337417,0.22839108762068214,0.5
2020-07-08,0.0903719048448286,0.0077969862634308384,0.01426474298412117,0.006817126884262947,-0.022989549118464847,0.03395375853343389,0.5
2020-07-09,-0.07521632879263729,-0.005659591476195658,0.005251850808974723,-0.013952938313011032,0.016369432934943084,0.13611534250519766,0.6666666666666666
2020-07-10,0.023022577209057538,0.010411809774444336,0.006585405576910119,0.014260613323578752,-0.025791021430643823,0.09413499877738676,0.4444444444444444
2020-07-13,-0.0313052102621989,-0.009406645216058607,-0.02157333883734225,0.0004025988649516421,0.09113640900542386,0.061067695977270735,0.3333333333333333
2020-07-14,-0.002939804848252514,0.013317300582903258,0.009362419903483854,0.021119922383810774,-0.061294610388378246,0.22950181114389645,0.25
2020-07-15,0.09003265763822688,0.009041056936354153,0.005885272878119352,0.00850307240160042,-0.026817224504763537,0.129858234182756,0.16666666666666666
2020-07-16,0.020857255925913254,-0.003411915214114103,-0.007292554037523047,-0.005051373500972289,-0.018286206383343995,0.0,0.25
2020-07-17,-0.03258487435538804,0.0028445625875832548,0.002799288938476252,-0.002350334114060715,-0.03641037553762683,0.2747112765834068,0.0
